
🔽
"1 in 5 #American kids today &amp; more than 1 in 3 adults are obese. Read my #blog about fighting #ChildhoodObesity:… https://t.co/p1vj0cwGOg","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/885580777240612864"
"1 in 5 #American kids today &amp; more than 1 in 3 adults are obese. Read my #blog about fighting #ChildhoodObesity:… https://t.co/p1vj0cwGOg","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/885580777240612864"
"1st briefing in Operation Center today. Great to meet @PHEgov staff &amp; learn how they're preparing for emergencies &amp;… https://t.co/qBfbcAqNJI","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/831287433069285376"
"1st briefing in Operation Center today. Great to meet @PHEgov staff &amp; learn how they're preparing for emergencies &amp;… https://t.co/qBfbcAqNJI","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/831287433069285376"
2014 → 1M+ families paid $247.5M in penalties.
2017 → 94 counties had just ONE insurer.","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/879777428264169472"
2017 → 94 counties had just ONE insurer.","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/879777428264169472"
"$34M in @samhsagov grants will help youth with substance use disorders get treatment &amp; get on the road to recovery… https://t.co/IsNOcFosxW","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/873275221167550465"
"$34M in @samhsagov grants will help youth with substance use disorders get treatment &amp; get on the road to recovery… https://t.co/IsNOcFosxW","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/873275221167550465"
"3 yr old Monty has Spina Bifida. Consistency is critical for his care. #Obamacare forced his fam to change plans ev… https://t.co/GZfd7qq0rJ","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/882743687540822016"
"3 yr old Monty has Spina Bifida. Consistency is critical for his care. #Obamacare forced his fam to change plans ev… https://t.co/GZfd7qq0rJ","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/882743687540822016"
"40 counties in 3 states are currently projected by @CMSgov to have zero insurers on #Obamacare. https://t.co/UYCp8AXY3c","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/888043140120272900"
"40 counties in 3 states are currently projected by @CMSgov to have zero insurers on #Obamacare. https://t.co/UYCp8AXY3c","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/888043140120272900"
"6.5 million people chose to pay an #IRS fine to avoid #Obamacare. Just as many people live in #Wisconsin and… https://t.co/9f7PpSJTO5","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/890298183217291268"
"6.5 million people chose to pay an #IRS fine to avoid #Obamacare. Just as many people live in #Wisconsin and… https://t.co/9f7PpSJTO5","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/890298183217291268"
"6.5 million people would rather pay an IRS fine than sign up for #Obamacare. Just as many people live in #Wisconsin… https://t.co/Br3KOzmLb7","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/881902979628097536"
"6.5 million people would rather pay an IRS fine than sign up for #Obamacare. Just as many people live in #Wisconsin… https://t.co/Br3KOzmLb7","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/881902979628097536"
"According to the latest @CMSgov projections, 40 counties may have zero insurers on the #Obamacare exchanges next ye… https://t.co/vycCshZZCM","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/883110774931156997"
"According to the latest @CMSgov projections, 40 counties may have zero insurers on the #Obamacare exchanges next ye… https://t.co/vycCshZZCM","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/883110774931156997"
"A constant thank you to the @HHSGov staff for the incredible work they do. Really enjoyed meeting some of them this… https://t.co/2xhVrAB3gF","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/878285832100208641"
"A constant thank you to the @HHSGov staff for the incredible work they do. Really enjoyed meeting some of them this… https://t.co/2xhVrAB3gF","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/878285832100208641"
"Addiction knows no bounds. In 2015 alone, 52,000 people died of overdoses in America, the majority of them from opioids. #RxSummit","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/854844431924682752"
"Addiction knows no bounds. In 2015 alone, 52,000 people died of overdoses in America, the majority of them from opioids. #RxSummit","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/854844431924682752"
'Aetna Is Latest Health Insurer to Quit #Obamacare Markets' https://t.co…","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/862701927473303553"
'Aetna Is Latest Health Insurer to Quit #Obamacare Markets' https://t.co…","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/862701927473303553"
"#AHCA is the 1st critical step toward protecting #patients. Learn more about our efforts to #RepealAndReplace. https://t.co/KsW0LwBzTT","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/839540686189969416"
"#AHCA is the 1st critical step toward protecting #patients. Learn more about our efforts to #RepealAndReplace. https://t.co/KsW0LwBzTT","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/839540686189969416"
"#AHCA is the first step toward implementing patient-centered solutions and rescuing Americans from the failures of #Obamacare. #CNNTownHall","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/842208307842555906"
"#AHCA is the first step toward implementing patient-centered solutions and rescuing Americans from the failures of #Obamacare. #CNNTownHall","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/842208307842555906"
"""#AHCA places trust in the decisions of individuals &amp; families…"" Yes, @djheakin! We're putting patients first. https://t.co/bS5FbFy5Jh","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/840261187765981184"
"""#AHCA places trust in the decisions of individuals &amp; families…"" Yes, @djheakin! We're putting patients first. https://t.co/bS5FbFy5Jh","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/840261187765981184"
"#AHCA will begin to fix the failures of Obamacare. It’s the relief Americans have been waiting for. Now’s the time. https://t.co/KT855RpFsb","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/860090266845315072"
"#AHCA will begin to fix the failures of Obamacare. It’s the relief Americans have been waiting for. Now’s the time. https://t.co/KT855RpFsb","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/860090266845315072"
"Alaskans have been among the hardest hit by #Obamacare’s failure. Premiums have tripled, ⬆ more than $8,000 for the… https://t.co/kL07nNfw6l","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/890645975324278786"
"Alaskans have been among the hardest hit by #Obamacare’s failure. Premiums have tripled, ⬆ more than $8,000 for the… https://t.co/kL07nNfw6l","http://web.archive.org/*/http://twitter.com/SecPriceMD/status/890645975324278786"
"Alaskans have been among the hardest hit by #Obamacare’s failure. Premiums have tripled, ⬆ more than $8,000 for the… https://t.co/p5kYtMZByu","http://web.archive.org/*/https://twitter.com/SecPriceMD/status/884882664469266433"
